date,Stock Market,House Prices,Bond Yields,Production and Manufacturing Statistics,Retail Sales,Interest Rates,GDP Growth Rates,Consumer Price Index (CPI),Currency Strength and Stability,Labour Market Statistics,Commodity Prices
2017-03-31,2325.9279032258064,185.39933333333332,2.4466129032258066,98.76686666666666,472704.3333333333,0.7000000000000001,19280.084,243.83866666666665,116.46396229508197,4.566666666666666,191.26666666666665
2017-06-30,2397.9709523809524,190.44666666666663,2.260952380952381,100.16886666666666,473054.0,0.9500000000000001,19438.643,244.12,113.90348125,4.366666666666667,193.13333333333333
2017-09-30,2467.1746031746034,194.22166666666666,2.2414285714285715,99.82233333333333,477388.0,1.1533333333333333,19692.595,245.287,109.93858412698413,4.333333333333333,194.03333333333333
2017-12-31,2603.2773015873017,195.45666666666668,2.371451612903226,101.2419,489146.6666666667,1.2033333333333334,20037.088,247.23833333333334,110.97474426229508,4.166666666666667,195.70000000000002
2018-03-31,2733.476721311475,197.19299999999998,2.7585245901639346,101.80380000000001,492260.6666666667,1.4466666666666665,20328.553,249.3216666666667,107.99647,4.033333333333333,198.83333333333334
2018-06-30,2703.13125,202.36533333333333,2.920625,102.98723333333334,498215.3333333333,1.7366666666666666,20580.912,250.679,110.617584375,3.9333333333333336,202.5666666666667
2018-09-30,2849.6014285714286,205.2106666666667,2.9238095238095236,103.83946666666667,501416.6666666667,1.9233333333333331,20798.73,251.68633333333332,113.64831587301587,3.766666666666667,203.76666666666665
2018-12-31,2698.9261904761906,205.05100000000002,3.0411475409836064,103.99579999999999,503291.0,2.22,20917.867,252.711,115.69885409836066,3.8333333333333335,202.63333333333333
2019-03-31,2721.004426229508,204.79600000000002,2.652950819672131,103.007,503360.0,2.4033333333333333,21104.133,253.38566666666665,114.55295593220339,3.8666666666666667,199.70000000000002
2019-06-30,2882.3277777777776,209.205,2.338888888888889,102.41163333333333,512070.0,2.3966666666666665,21384.775,255.24733333333333,115.4291453125,3.6333333333333333,201.36666666666667
2019-09-30,2957.8528125,211.633,1.79796875,102.41573333333334,519270.0,2.19,21694.282,256.08933333333334,116.4763265625,3.6,199.4333333333333
2019-12-31,3082.755625,212.10333333333332,1.7919354838709676,101.8931,522623.0,1.6433333333333333,21902.39,257.888,116.41506229508197,3.6,198.86666666666667
2020-03-31,3055.869193548387,213.60333333333332,1.365,100.205,509489.0,1.26,21706.513,258.7673333333333,117.75739516129032,3.8333333333333335,196.36666666666667
2020-06-30,2931.687619047619,218.51200000000003,0.6876190476190476,87.45549999999999,473420.0,0.06,19913.143,256.326,121.84220625,13.0,188.4333333333333
2020-09-30,3319.8340625,224.144,0.650625,95.60816666666666,542399.3333333334,0.09333333333333334,21647.64,259.2416666666667,117.358425,8.799999999999999,194.26666666666665
2020-12-31,3554.5015625,232.17033333333333,0.864516129032258,97.22746666666667,547664.0,0.09000000000000001,22024.502,261.04966666666667,113.92367,6.733333333333333,198.4333333333333
2021-03-31,3865.7068852459015,239.95966666666664,1.3359016393442622,97.50453333333333,580782.3333333334,0.08,22600.185,263.6703333333333,112.37469166666666,6.233333333333333,210.13333333333333
2021-06-30,4183.62634920635,255.48233333333337,1.59078125,99.05556666666666,620124.3333333334,0.07,23292.362,268.62266666666665,111.8373984375,5.933333333333334,223.9
2021-09-30,4421.670625,268.5806666666667,1.32484375,99.70116666666667,616689.3333333334,0.09000000000000001,23828.973,272.89000000000004,113.3141390625,5.066666666666666,233.64766666666665
2021-12-31,4602.1089062500005,276.089,1.5333870967741934,100.93913333333334,633617.3333333334,0.08,24654.603,278.6803333333333,114.9794786885246,4.166666666666667,241.6966666666667
2022-03-31,4463.855483870967,288.045,1.9511290322580646,101.91120000000001,652907.6666666666,0.12,25029.116,284.826,115.49977258064516,3.8000000000000003,253.04233333333332
2022-06-30,4105.667096774193,305.4203333333333,2.9325806451612904,102.8969,673329.0,0.77,25544.273,291.7063333333333,118.96322063492063,3.6333333333333333,272.9373333333333
2022-09-30,3980.35109375,303.685,3.10109375,103.25113333333333,673162.0,2.19,25994.639,295.509,123.53624375,3.533333333333333,269.906
2022-12-31,3851.9734920634924,296.6043333333333,3.82672131147541,102.7922,674052.0,3.653333333333333,26408.405,298.44100000000003,124.82148032786885,3.5666666666666664,262.03833333333336
2023-03-31,4000.064516129032,294.52399999999994,3.646290322580645,102.7874,686442.3333333334,4.516666666666667,26813.601,301.20300000000003,120.34234354838709,3.5,258.6526666666667
2023-06-30,4206.072903225806,305.0163333333333,3.5957142857142856,102.86196666666667,685975.0,4.989999999999999,27063.012,303.46666666666664,119.58965873015873,3.5666666666666664,254.81266666666667
2023-09-30,4458.13746031746,311.332,4.14968253968254,103.15846666666665,695723.3333333334,5.260000000000001,27610.128,306.03433333333334,120.20475555555555,3.6999999999999997,256.8163333333334
2023-12-31,4464.907619047619,311.86066666666665,4.4470967741935485,102.6986,701313.3333333334,5.33,27956.998,308.099,121.86107540983606,3.733333333333333,252.638
2024-03-31,4992.540983606557,313.337,4.15639344262295,102.3215,699962.6666666666,5.33,28269.174,310.98966666666666,121.00471612903226,3.8000000000000003,253.77866666666668
